ada,title,amount,locations,why,from_whom,into_what,afm
ΨΚΩΒ46ΜΔΨΟ-ΔΜΘ,"1η Τροποποίηση της Πράξης «Επιχορήγηση Ν.Π. ΕΚΠΕΘΕ- Ευρωπαϊκή Έκφραση για την υλοποίηση του Έργου
""Λειτουργία μίας Μονάδας πέντε (5) Εποπτευόμενων Διαμερισμάτων στην Αθήνα για Ασυνόδευτους Ανήλικους 16 ετών και
άνω ""ΚΦ16+"" ΜΟΝΑΔΑ Α""» με Κωδικό ΟΠΣ 6011241 στο Πρόγραμμα «Πρόγραμμα Ελλάδας - Ταμείο Ασύλου,
Μετανάστευσης και Ένταξης 2021-2027»","607.533,00€","Αθήνα, ευρύτερη περιοχή των Αθηνών","Υποστήριξη ασυνόδευτων ανηλίκων μέσω εξατομικευμένης φροντίδας και προστασίας στο πλαίσιο της ημιαυτόνομης διαβίωσης, σε εποπτευόμενα διαμερίσματα με στόχο η ημιαυτόνομη φιλοξενία να οδηγήσει στην σταδιακή αυτονόμηση. Κάλυψη των βασικών αναγκών των ανηλίκων, παροχή υποστηρικτικών υπηρεσιών για ένα επαρκές πλαίσιο προστασίας και φροντίδας, ομαλή μετάβαση στην ενηλικίωση και υποστήριξη για την ένταξή τους στην τοπική κοινωνία και την αγορά εργασίας.","Υπουργείο Μετανάστευσης και Ασύλου (Γενικός Γραμματέας), Ταμείο Ασύλου, Μετανάστευσης και Ένταξης","ΕΥΡΩΠΑΪΚΗ ΚΟΙΝΩΝΙΑ ΠΟΛΙΤΙΚΗ ΕΚΦΡΑΣΗ ΘΕΣΜΟΙ-Ε.Κ.Π.Ε.Θ.Ε. για την υλοποίηση του Έργου ""Λειτουργία μίας Μονάδας πέντε (5) Εποπτευόμενων Διαμερισμάτων στην Αθήνα για Ασυνόδευτους Ανήλικους 16 ετών και άνω ""ΚΦ16+"" ΜΟΝΑΔΑ Α""",
91Π446ΜΔΨΟ-0Ε0,"1η Τροποποίηση της Πράξης «Επιχορήγηση ΝΠ ΔΙΕΘΝΕΣ ΚΕΝΤΡΟ ΓΙΑ ΤΗ ΒΙΩΣΙΜΗ ΑΝΑΠΤΥΞΗ (ICSD) για την
υλοποίηση του Έργου ""Λειτουργία Μονάδας ΕΔΗΔ στην Αθήνα ""ΣΤΗΡΙΖΩ τη Λειτουργία Εποπτευόμενων Διαμερισμάτων για
Ασυνόδευτους Ανηλίκους 16 ετών και Άνω""» με Κωδικό ΟΠΣ 6011234 στο Πρόγραμμα «Πρόγραμμα Ελλάδας - Ταμείο
Ασύλου, Μετανάστευσης και Ένταξης 2021-2027»","648.988,00 €",Αθήνα,"Υποστήριξη ασυνόδευτων ανηλίκων 16 ετών και άνω μέσω εξατομικευμένης φροντίδας και προστασίας σε εποπτευόμενα διαμερίσματα ημιαυτόνομης διαβίωσης, με σκοπό τη σταδιακή αυτονόμηση και την ομαλή μετάβαση στην ενήλικη ζωή.","Υπουργείο Μετανάστευσης και Ασύλου (μέσω του Ταμείου Ασύλου, Μετανάστευσης και Ένταξης)","ΔΙΕΘΝΕΣ ΚΕΝΤΡΟ ΓΙΑ ΤΗ ΒΙΩΣΙΜΗ ΑΝΑΠΤΥΞΗ (ICSD) για τη λειτουργία Μονάδας Εποπτευόμενων Διαμερισμάτων Ημιαυτόνομης Διαβίωσης (ΕΔΗΔ) με την ονομασία ""ΣΤΗΡΙΖΩ τη Λειτουργία Εποπτευόμενων Διαμερισμάτων για Ασυνόδευτους Ανηλίκους 16 ετών και Άνω"".",Δεν αναφέρεται
ΨΕ6Δ46ΜΔΨΟ-ΡΩΨ,"Διορισμός του ΝΙΚΗΦΟΡΟΥ Βασίλειου του Δημητρίου στη θέση του Διοικητή, επί θητεία, διάρκειας ενός (1) έτους, στην ΕΔΠΦΑΑ Σιντικής της ΥΠ.Υ.Τ. της Γενικής Γραμματείας Υποδοχής Αιτούντων Άσυλο του Υπουργείου Μετανάστευσης και Ασύλου.",Δεν αναφέρεται συγκεκριμένο χρηματικό ποσό. Η απόφαση αφορά διορισμό.,"ΣΙΝΤΙΚΗΣ (για τον συγκεκριμένο διορισμό). Άλλες αναφερόμενες δομές: ΣΧΙΣΤΟΥ ΑΤΤΙΚΗΣ, ΡΙΤΣΩΝΑΣ, ΘΗΒΑΣ, ΠΥΡΓΟΥ, ΚΥΛΛΗΝΗΣ, ΚΟΥΤΣΟΧΕΡΟΥ, ΑΛΕΞΑΝΔΡΕΙΑΣ, ΒΑΓΙΟΧΩΡΙΟΥ, ΛΑΓΚΑΔΙΚΙΩΝ, ΣΕΡΡΩΝ, ΦΙΛΙΠΠΙΑΔΑΣ, ΔΡΑΜΑΣ, ΚΑΒΑΛΑΣ, ΑΤΤΙΚΟΥ ΑΛΣΟΥΣ.",Διορισμός του Νικηφόρου Βασιλείου στη θέση του Διοικητή επί θητεία στην Ελεγχόμενη Δομή Προσωρινής Φιλοξενίας Αιτούντων Άσυλο (ΕΔΠΦΑΑ) «ΣΙΝΤΙΚΗΣ». Η απόφαση εντάσσεται στο πλαίσιο της πρόσληψης δεκαεννέα (19) Διοικητών σε Ελεγχόμενες Δομές Προσωρινής Φιλοξενίας Αιτούντων Άσυλο.,"Ο Γενικός Γραμματέας Υποδοχής Αιτούντων Άσυλο, Δημήτριος Γλυμής, του Υπουργείου Μετανάστευσης και Ασύλου.",Διορισμός Διοικητή στην Ελεγχόμενη Δομή Προσωρινής Φιλοξενίας Αιτούντων Άσυλο (ΕΔΠΦΑΑ) «ΣΙΝΤΙΚΗΣ».,Δεν αναφέρεται.
90ΨΠ46ΜΔΨΟ-ΣΞΜ,"1η Τροποποίηση της Πράξης «Επιχορήγηση Ν.Π. ΔΙΕΘΝΕΣ ΚΕΝΤΡΟ ΓΙΑ ΤΗ ΒΙΩΣΙΜΗ ΑΝΑΠΤΥΞΗ (ICSD) για την
υλοποίηση του Έργου "" Λειτουργία Μονάδας ΕΔΗΔ στην Αθήνα ""ΥΠΟΣΤΗΡΙΞΗ ΚΑΙ ΕΝΔΥΝΑΜΩΣΗ ΣΕ ΑΣΥΝΟΔΕΥΤΟΥΣ
ΑΝΗΛΙΚΟΥΣ 16 ΕΤΩΝ ΚΑΙ ΑΝΩ""» με Κωδικό ΟΠΣ 6011233 στο Πρόγραμμα «Πρόγραμμα Ελλάδας - Ταμείο Ασύλου,
Μετανάστευσης και Ένταξης 2021-2027»","648.988,00€",Αθήνα,"Υποστήριξη ασυνόδευτων ανηλίκων 16 ετών και άνω μέσω εξατομικευμένης φροντίδας και προστασίας στο πλαίσιο της ημιαυτόνομης διαβίωσης, με σκοπό τη σταδιακή αυτονόμησή τους και την ομαλή μετάβαση στην ενήλικη ζωή.","Υπουργείο Μετανάστευσης και Ασύλου, Γενική Γραμματεία Μεταναστευτικής Πολιτικής, Ειδική Υπηρεσία Συντονισμού και Διαχείρισης Προγραμμάτων Μετανάστευσης και Εσωτερικών Υποθέσεων (Ε.Υ.ΣΥ.Δ.-Μ.Ε.Υ.), με συγχρηματοδότηση από το Ταμείο Ασύλου, Μετανάστευσης και Ένταξης.","Στην πράξη «Επιχορήγηση Ν.Π. ΔΙΕΘΝΕΣ ΚΕΝΤΡΟ ΓΙΑ ΤΗ ΒΙΩΣΙΜΗ ΑΝΑΠΤΥΞΗ (ICSD) για την υλοποίηση του Έργου ""Λειτουργία Μονάδας ΕΔΗΔ στην Αθήνα ""ΥΠΟΣΤΗΡΙΞΗ ΚΑΙ ΕΝΔΥΝΑΜΩΣΗ ΣΕ ΑΣΥΝΟΔΕΥΤΟΥΣ ΑΝΗΛΙΚΟΥΣ 16 ΕΤΩΝ ΚΑΙ ΑΝΩ""»",Δεν αναφέρεται στο κείμενο
6ΑΥ846ΜΔΨΟ-0Η7,"Διορισμός του ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ Θωμά του Χαράλαμπου στη θέση του Διοικητή, επί θητεία, διάρκειας ενός (1) έτους, στην ΕΔΠΦΑΑ Σχιστού Αττικής της ΥΠ.Υ.Τ. της Γενικής Γραμματείας Υποδοχής Αιτούντων Άσυλο του Υπουργείου Μετανάστευσης και Ασύλου.",Δεν αναφέρεται συγκεκριμένο χρηματικό ποσό,ΣΧΙΣΤΟΥ ΑΤΤΙΚΗΣ,Για την πλήρωση θέσεων Διοικητών σε Ελεγχόμενες Δομές Προσωρινής Φιλοξενίας Αιτούντων Άσυλο,Ο Γενικός Γραμματέας Υποδοχής Αιτούντων Άσυλο του Υπουργείου Μετανάστευσης και Ασύλου,Διορισμός Διοικητή στην Ελεγχόμενη Δομή Προσωρινής Φιλοξενίας Αιτούντων Άσυλο (ΕΔΠΦΑΑ) «ΣΧΙΣΤΟΥ ΑΤΤΙΚΗΣ»,Δεν αναφέρεται
ΨΜ2Υ46ΜΔΨΟ-ΧΩΞ,"1η Τροποποίηση της Πράξης «Επιχορήγηση Ν.Π. PRAKSIS - ΠΡΟΓΡΑΜΜΑΤA ΑΝΑΠΤΥΞΗΣ ΚΟΙΝΩΝΙΚΗΣ ΣΤΗΡΙΞΗΣ
ΚΑΙ ΙΑΤΡΙΚΗΣ ΣΥΝΕΡΓΑΣΙΑΣ για την υλοποίηση του έργου: Λειτουργία Μονάδας Α' Εποπτευόμενων Διαμερισμάτων
Ημιαυτόνομης Διαβίωσης για Ασυνόδευτους Ανήλικους 16 ετών και άνω» με Κωδικό ΟΠΣ 6011312 στο Πρόγραμμα «Πρόγραμμα Ελλάδας - Ταμείο Ασύλου, Μετανάστευσης και Ένταξης 2021-2027»","620.079,00 €",μητροπολιτική περιοχή των Αθηνών (Περιφέρεια Αττικής),"Υποστήριξη ασυνόδευτων ανηλίκων ηλικίας άνω των 16 ετών, σε κατάλληλο πλαίσιο εξατομικευμένης φροντίδας και προστασίας, με παροχή ασφαλούς στέγασης, κάλυψη βασικών αναγκών και υποστηρικτικών υπηρεσιών, με γνώμονα την προστασία και τη σταδιακή αυτονόμησή τους, προκειμένου να επιτευχθεί η ομαλή μετάβαση στην ενηλικίωσή τους και η ένταξή τους στην ελληνική κοινωνία.","Υπουργείο Μετανάστευσης και Ασύλου (μέσω της Ειδικής Υπηρεσίας Συντονισμού και Διαχείρισης Προγραμμάτων Μετανάστευσης και Εσωτερικών Υποθέσεων - Ε.Υ.ΣΥ.Δ.-Μ.Ε.Υ.) και το Ταμείο Ασύλου, Μετανάστευσης και Ένταξης.",PRAKSIS (ΠΡΟΓΡΑΜΜΑΤ ΑΝΑΠΤΥΞΗΣ ΚΟΙΝΩΝΙΚΗΣ ΣΤΗΡΙΞΗΣ & ΙΑΤΡΙΚΗΣ ΣΥΝΕΡΓΑΣΙΑΣ) για τη λειτουργία Μονάδας Α' Εποπτευόμενων Διαμερισμάτων Ημιαυτόνομης Διαβίωσης για Ασυνόδευτους Ανήλικους 16 ετών και άνω.,
ΨΙΖΟ46ΜΔΨΟ-2ΩΝ,"Διορισμός του ΠΑΠΑΝΔΡΙΚΟΠΟΥΛΟΥ Ανδρέα του Ιωάννη στη θέση του Διοικητή, επί θητεία, διάρκειας ενός (1) έτους, στην ΕΔΠΦΑΑ Πύργου της ΥΠ.Υ.Τ. της Γενικής Γραμματείας Υποδοχής Αιτούντων Άσυλο του Υπουργείου Μετανάστευσης και Ασύλου.",Δεν αναφέρεται συγκεκριμένο χρηματικό ποσό,Ελεγχόμενη Δομή Προσωρινής Φιλοξενίας Αιτούντων Άσυλο (ΕΔΠΦΑΑ) «ΠΥΡΓΟΥ»,Διορισμός Διοικητή στην Ελεγχόμενη Δομή Προσωρινής Φιλοξενίας Αιτούντων Άσυλο (ΕΔΠΦΑΑ) «ΠΥΡΓΟΥ»,"Ο Γενικός Γραμματέας Υποδοχής Αιτούντων Άσυλο του Υπουργείου Μετανάστευσης και Ασύλου, Δημήτριος Γλυμής",Στη θέση του Διοικητή της Ελεγχόμενης Δομής Προσωρινής Φιλοξενίας Αιτούντων Άσυλο (ΕΔΠΦΑΑ) «ΠΥΡΓΟΥ»,Δεν αναφέρεται
92Φ246ΜΔΨΟ-7ΧΠ,"Διορισμός του ΣΑΛΜΑΤΖΙΔΗ Δημήτριου του Αντωνίου στη θέση του Διοικητή, επί θητεία, διάρκειας ενός (1) έτους, στην ΕΔΠΦΑΑ Βαγιοχωρίου της ΥΠ.Υ.Τ. της Γενικής Γραμματείας Υποδοχής Αιτούντων Άσυλο του Υπουργείου Μετανάστευσης και Ασύλου.",Δεν αναφέρεται,ΒΑΓΙΟΧΩΡΙΟΥ,Διορισμός Διοικητή επί θητεία,Ο ΓΕΝΙΚΟΣ ΓΡΑΜΜΑΤΕΑΣ ΥΠΟΔΟΧΗΣ ΑΙΤΟΥΝΤΩΝ ΑΣΥΛΟ,Ελεγχόμενη Δομή Προσωρινής Φιλοξενίας Αιτούντων Άσυλο (ΕΔΠΦΑΑ) « ΒΑΓΙΟΧΩΡΙΟΥ»,Δεν αναφέρεται
ΨΖΡ546ΜΔΨΟ-ΡΒ9,"1η Τροποποίηση της Πράξης «Επιχορήγηση Ν.Π. ΚΕΑΝ για την υλοποίηση του Έργου ""Λειτουργία Εποπτευόμενων
Διαμερισμάτων Ημιαυτόνομης Διαβίωσης για Ασυνόδευτους Ανήλικους 16 ετών και άνω (SILS)""» με Κωδικό ΟΠΣ 6011328 στο
Πρόγραμμα «Πρόγραμμα Ελλάδας - Ταμείο Ασύλου, Μετανάστευσης και Ένταξης 2021-2027»","570.966,25 €","Αθήνα, σε πέντε Εποπτευόμενα Διαμερίσματα Ημιαυτόνομης Διαβίωσης (Ε.Δ.Η.Δ.)","Υποστήριξη ασυνόδευτων ανηλίκων 16 ετών και άνω μέσω εξατομικευμένης φροντίδας και προστασίας σε πλαίσιο ημιαυτόνομης διαβίωσης, με στόχο τη σταδιακή αυτονόμηση, την κάλυψη βασικών αναγκών, την κοινωνική ένταξη και την ενίσχυση της αυτοσυντήρησης.","Υπουργείο Μετανάστευσης και Ασύλου (μέσω της Ειδικής Υπηρεσίας Συντονισμού και Διαχείρισης Προγραμμάτων Μετανάστευσης και Εσωτερικών Υποθέσεων - Ε.Υ.ΣΥ.Δ.-Μ.Ε.Υ.) και το Ταμείο Ασύλου, Μετανάστευσης και Ένταξης.",ΚΕΑΝ-ΚΥΤΤΑΡΟ ΕΝΑΛΛΑΚΤΙΚΩΝ ΑΝΑΖΗΤΗΣΕΩΝ ΝΕΩΝ για τη λειτουργία Εποπτευόμενων Διαμερισμάτων Ημιαυτόνομης Διαβίωσης για Ασυνόδευτους Ανήλικους 16 ετών και άνω (SILS).,
ΕΒ9Σ46ΜΔΨΟ-ΙΕΦ,"Έγκριση του από 03.07.2025 3ου Πρακτικού της Επιτροπής Διενέργειας Διαδικασιών Ανάθεσης (ΕΔΔΑ) (σχετικά με τον έλεγχο των δικαιολογητικών κατακύρωσης του προσωρινού αναδόχου, και την εισήγηση για κατακύρωση της σύμβασης) και κατακύρωση της σύμβασης με θέμα: «Μελέτη σχετικά με την αξιολόγηση κινδύνου των εμπλεκόμενων μερών στο πλαίσιο των Κανονισμών για την εφαρμογή της δεύτερης ελβετικής συνεισφοράς στα επιλεγμένα κράτη μέλη της ΕΕ για την υποστήριξη μέτρων στον τομέα της μετανάστευσης» (Α/Α ΕΣΗΔΗΣ  373509,1).","57.600,00 € (χωρίς Φ.Π.Α.) ή 71.424,00 € (με Φ.Π.Α. 24%)","Θεσσαλονίκη (έδρα αναδόχου), επιλεγμένα κράτη μέλη της ΕΕ (πεδίο εφαρμογής μελέτης)",Για την εκπόνηση μελέτης σχετικά με την αξιολόγηση κινδύνου των εμπλεκόμενων μερών στο πλαίσιο των Κανονισμών για την εφαρμογή της δεύτερης ελβετικής συνεισφοράς στα επιλεγμένα κράτη μέλη της ΕΕ για την υποστήριξη μέτρων στον τομέα της μετανάστευσης.,"Υπουργείο Μετανάστευσης & Ασύλου (Γενική Γραμματεία Μεταναστευτικής Πολιτικής, ΕΥΣΥΔ-ΜΕΥ), με χρηματοδότηση από τη δεύτερη ελβετική συνεισφορά.",Στην εταιρεία «LEVER-ΣΥΜΒΟΥΛΟΙ ΑΝΑΠΤΥΞΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ» για την εκπόνηση της μελέτης «Μελέτη σχετικά με την αξιολόγηση κινδύνου των εμπλεκόμενων μερών στο πλαίσιο των Κανονισμών για την εφαρμογή της δεύτερης ελβετικής συνεισφοράς στα επιλεγμένα κράτη μέλη της ΕΕ για την υποστήριξη μέτρων στον τομέα της μετανάστευσης».,997759560
